Label,Model assigned score
"Nonbinder, training set",-1.9989253
"Nonbinder, training set",-1.370945
"Nonbinder, training set",-0.8421147
"Nonbinder, training set",1.4128914
"Nonbinder, training set",-1.0332367
"Binder, training set",-1.2523478
"Nonbinder, training set",-0.43487632
"Nonbinder, training set",2.582108
"Nonbinder, training set",-1.4802234
"Nonbinder, training set",-2.5987625
"Nonbinder, training set",-2.7396617
"Binder, training set",1.6350919
"Binder, training set",1.5576314
"Binder, training set",2.6660066
"Nonbinder, training set",-3.20779
"Nonbinder, training set",-0.62725425
"Nonbinder, training set",-1.1040964
"Nonbinder, training set",-2.8083377
"Binder, training set",2.0916123
"Nonbinder, training set",-2.3041043
"Nonbinder, training set",-3.3720446
"Nonbinder, training set",1.703344
"Nonbinder, training set",1.6322025
"Nonbinder, training set",-2.8753242
"Nonbinder, training set",-1.3571335
"Nonbinder, training set",-3.0597367
"Nonbinder, training set",-3.6035147
"Nonbinder, training set",-2.7427874
"Binder, training set",3.0833154
"Nonbinder, training set",-1.1943033
"Nonbinder, training set",-1.3255872
"Nonbinder, training set",-1.8197707
"Binder, training set",1.7526268
"Nonbinder, training set",-0.5534609
"Nonbinder, training set",-1.532925
"Nonbinder, training set",1.671723
"Binder, training set",3.322476
"Nonbinder, training set",1.6659409
"Nonbinder, training set",-2.9072967
"Nonbinder, training set",-1.7269675
"Nonbinder, training set",-1.1648453
"Nonbinder, training set",0.9228029
"Nonbinder, training set",-3.611165
"Nonbinder, training set",-0.05415219
"Nonbinder, training set",2.0203753
"Nonbinder, training set",-2.2584405
"Nonbinder, training set",-1.7412758
"Binder, training set",2.652299
"Nonbinder, training set",-3.2329125
"Nonbinder, training set",-2.8356447
"Nonbinder, training set",-0.9015782
"Nonbinder, training set",-1.9899449
"Nonbinder, training set",-2.1970565
"Nonbinder, training set",0.5011294
"Nonbinder, training set",1.2972928
"Nonbinder, training set",-2.1518521
"Nonbinder, training set",-2.6484642
"Nonbinder, training set",-1.7910223
"Nonbinder, training set",-1.8993176
"Nonbinder, training set",-2.0865343
"Binder, training set",0.7659092
"Nonbinder, training set",-2.4109802
"Nonbinder, training set",-2.1329799
"Nonbinder, training set",-1.682626
"Nonbinder, training set",-1.8619133
"Binder, training set",1.9175192
"Nonbinder, training set",-1.9238137
"Nonbinder, training set",-2.7789392
"Binder, training set",1.0078262
"Nonbinder, training set",-4.081969
"Nonbinder, training set",-2.4833221
"Binder, training set",2.1714244
"Nonbinder, training set",-1.2614969
"Nonbinder, training set",-0.06876594
"Binder, training set",1.6797208
"Nonbinder, training set",0.20632106
"Nonbinder, training set",1.3444566
"Nonbinder, training set",-1.0773478
"Nonbinder, training set",-3.1909165
"Nonbinder, training set",-1.677268
"Nonbinder, training set",-2.820634
"Nonbinder, training set",-2.7175698
"Nonbinder, training set",-2.3511505
"Nonbinder, training set",0.18684196
"Nonbinder, training set",-3.6350474
"Nonbinder, training set",-0.28493434
"Nonbinder, training set",-1.2556696
"Binder, training set",2.5652237
"Nonbinder, training set",-3.0832386
"Nonbinder, training set",-1.0607748
"Nonbinder, training set",-3.1262121
"Nonbinder, training set",0.5477359
"Nonbinder, training set",-2.8117714
"Binder, training set",1.8860346
"Nonbinder, training set",-2.8501759
"Nonbinder, training set",-1.6485794
"Binder, training set",-0.31019342
"Nonbinder, training set",-1.8722436
"Binder, training set",1.9229375
"Nonbinder, training set",0.51755726
"Nonbinder, training set",-3.52254
"Binder, training set",2.3480916
"Nonbinder, training set",-0.99144936
"Binder, training set",1.2056332
"Nonbinder, training set",-1.0924239
"Nonbinder, training set",-2.520472
"Nonbinder, training set",-0.72913814
"Nonbinder, training set",-2.725995
"Nonbinder, training set",-2.5136204
"Binder, training set",2.655478
"Nonbinder, training set",-2.2139874
"Nonbinder, training set",0.4563104
"Nonbinder, training set",-2.3750029
"Nonbinder, training set",-2.1662745
"Nonbinder, training set",-0.61017036
"Nonbinder, training set",-1.3044567
"Nonbinder, training set",1.6054746
"Binder, training set",3.6861777
"Nonbinder, training set",-3.1570883
"Binder, training set",1.2556603
"Nonbinder, training set",-1.5394747
"Nonbinder, training set",-0.86725485
"Nonbinder, training set",-2.089723
"Nonbinder, training set",-2.7779546
"Nonbinder, training set",-0.28636527
"Nonbinder, training set",-0.20868653
"Nonbinder, training set",-0.98071146
"Nonbinder, training set",-2.2239738
"Nonbinder, training set",-2.2619596
"Nonbinder, training set",-0.74377364
"Nonbinder, training set",-2.298821
"Binder, training set",-0.074938536
"Nonbinder, training set",0.68477714
"Nonbinder, training set",-3.1900153
"Nonbinder, training set",0.5445334
"Nonbinder, training set",1.8497218
"Nonbinder, training set",-1.9673144
"Nonbinder, training set",-1.6284072
"Nonbinder, training set",-3.421126
"Nonbinder, training set",0.74926627
"Nonbinder, training set",-2.7889056
"Nonbinder, training set",-1.1392646
"Nonbinder, training set",-2.912352
"Binder, training set",2.121079
"Nonbinder, training set",-2.0024295
"Nonbinder, training set",1.0332317
"Nonbinder, training set",-2.9537287
"Nonbinder, training set",-1.6024157
"Nonbinder, training set",-2.6576195
"Binder, training set",1.7387768
"Nonbinder, training set",2.5091085
"Nonbinder, training set",2.0792718
"Nonbinder, training set",-1.6038442
"Nonbinder, training set",-3.2939897
"Nonbinder, training set",-0.7471596
"Nonbinder, training set",-1.9783738
"Nonbinder, training set",-2.6288686
"Nonbinder, training set",-2.648025
"Nonbinder, training set",-2.123858
"Nonbinder, training set",0.92479753
"Nonbinder, training set",-0.06942743
"Binder, training set",1.2739787
"Binder, training set",-1.1793867
"Nonbinder, training set",0.32940888
"Binder, training set",0.07980734
"Nonbinder, training set",-0.1153658
"Nonbinder, training set",-1.4762392
"Nonbinder, training set",-0.23338553
"Nonbinder, training set",1.3792866
"Nonbinder, training set",1.8898138
"Nonbinder, training set",-2.6797915
"Nonbinder, training set",-2.270607
"Nonbinder, training set",-2.1541164
"Nonbinder, training set",-2.120759
"Nonbinder, training set",-2.734429
"Nonbinder, training set",-0.8432097
"Nonbinder, training set",-2.6985807
"Nonbinder, training set",-0.04885298
"Nonbinder, training set",-0.55396026
"Nonbinder, training set",-1.7707465
"Binder, training set",3.9978685
"Nonbinder, training set",0.89515054
"Binder, training set",1.2874418
"Nonbinder, training set",-1.099719
"Binder, training set",0.20440805
"Nonbinder, training set",-2.250102
"Nonbinder, training set",-4.065426
"Nonbinder, training set",-2.7312608
"Nonbinder, training set",-1.4408576
"Binder, training set",1.7848049
"Nonbinder, training set",-2.2385664
"Nonbinder, training set",-1.652918
"Nonbinder, training set",-1.9623917
"Nonbinder, training set",-2.6773372
"Nonbinder, training set",-2.8640018
"Nonbinder, training set",0.367756
"Binder, training set",1.7647697
"Nonbinder, training set",1.0537161
"Nonbinder, training set",-2.7483935
"Binder, training set",1.9324435
"Nonbinder, training set",-3.4092355
"Binder, training set",0.67385864
"Nonbinder, training set",-2.0080614
"Nonbinder, training set",1.6448382
"Nonbinder, training set",-1.8543439
"Binder, training set",3.407177
"Nonbinder, training set",-2.79138
"Binder, training set",1.7522932
"Nonbinder, training set",-1.3376836
"Nonbinder, training set",-0.9307433
"Binder, training set",1.8281444
"Nonbinder, training set",-1.9988663
"Binder, training set",1.8915793
"Nonbinder, training set",-1.9980992
"Binder, training set",2.2205987
"Nonbinder, training set",-2.7502599
"Binder, training set",0.3215971
"Nonbinder, training set",-3.3074007
"Nonbinder, training set",-0.30474594
"Nonbinder, training set",-1.5167713
"Nonbinder, training set",-0.054249525
"Nonbinder, training set",-2.5993423
"Nonbinder, training set",-2.7953095
"Nonbinder, training set",-0.15876567
"Binder, training set",2.2325072
"Nonbinder, training set",0.03580475
"Nonbinder, training set",-2.0657458
"Nonbinder, training set",-1.9386778
"Nonbinder, training set",-2.2801645
"Nonbinder, training set",-0.23388505
"Nonbinder, training set",-3.037088
"Nonbinder, training set",0.8440316
"Nonbinder, training set",-2.1852083
"Nonbinder, training set",-2.1856542
"Nonbinder, training set",-2.7070155
"Nonbinder, training set",-2.021927
"Nonbinder, training set",-1.7194337
"Nonbinder, training set",-2.2496705
"Binder, training set",-2.0722861
"Nonbinder, training set",-0.59839165
"Nonbinder, training set",-1.1294031
"Nonbinder, training set",0.40062064
"Nonbinder, training set",-2.6016693
"Nonbinder, training set",1.1174998
"Binder, training set",1.0460815
"Nonbinder, training set",-1.2144191
"Binder, training set",2.1999063
"Nonbinder, training set",0.9498249
"Nonbinder, training set",2.5261478
"Nonbinder, training set",-1.8779522
"Nonbinder, training set",-1.4586971
"Nonbinder, training set",-2.724865
"Nonbinder, training set",-1.9775022
"Nonbinder, training set",1.4872254
"Binder, training set",2.3954773
"Nonbinder, training set",-2.6528296
"Nonbinder, training set",-0.4197281
"Binder, training set",1.5207318
"Nonbinder, training set",-3.1676726
"Nonbinder, training set",0.38122225
"Binder, training set",2.3338675
"Binder, training set",2.2059288
"Nonbinder, training set",-2.3410013
"Binder, training set",0.6673738
"Binder, training set",2.0371509
"Nonbinder, training set",3.1539974
"Nonbinder, training set",-1.7411721
"Nonbinder, training set",-3.516945
"Nonbinder, training set",-2.0583665
"Nonbinder, training set",-1.1791914
"Nonbinder, training set",-3.2089562
"Nonbinder, training set",-2.290032
"Nonbinder, training set",-0.3771667
"Nonbinder, training set",-3.1567569
"Binder, training set",2.0658102
"Nonbinder, training set",-2.5043924
"Binder, training set",-1.5198874
"Nonbinder, training set",-2.5060706
"Nonbinder, training set",-2.7978573
"Nonbinder, training set",-1.7727393
"Nonbinder, training set",-1.4518842
"Nonbinder, training set",-2.0913165
"Binder, training set",2.0188403
"Nonbinder, training set",0.19529873
"Binder, training set",2.6492734
"Nonbinder, training set",1.0496355
"Nonbinder, training set",-2.7603002
"Nonbinder, training set",-3.1873965
"Nonbinder, training set",-2.764247
"Nonbinder, training set",-0.87488186
"Binder, training set",-0.1830458
"Nonbinder, training set",-3.2504997
"Nonbinder, training set",-3.033431
"Nonbinder, training set",-2.1897206
"Nonbinder, training set",0.5424086
"Binder, training set",1.2148843
"Nonbinder, training set",-2.0579863
"Nonbinder, training set",-3.0358448
"Nonbinder, training set",-2.2808037
"Nonbinder, training set",-1.110198
"Nonbinder, training set",-2.6666913
"Nonbinder, training set",-1.6271883
"Binder, training set",-2.2665598
"Nonbinder, training set",-2.36091
"Nonbinder, training set",-2.6812859
"Nonbinder, training set",-3.3468475
"Nonbinder, training set",-3.1094775
"Binder, training set",2.0071745
"Nonbinder, training set",3.7046318
"Nonbinder, training set",0.115629315
"Nonbinder, training set",-2.2705092
"Nonbinder, training set",-1.2106926
"Nonbinder, training set",-2.0434499
"Nonbinder, training set",-3.0853076
"Binder, training set",1.7872847
"Nonbinder, training set",-3.4829288
"Nonbinder, training set",-3.4760265
"Nonbinder, training set",-0.9133007
"Binder, training set",2.6361833
"Nonbinder, training set",-0.6470438
"Binder, training set",-2.49199
"Nonbinder, training set",-1.7805208
"Nonbinder, training set",-1.7560068
"Nonbinder, training set",-3.7541003
"Nonbinder, training set",-2.8425622
"Binder, training set",1.4667968
"Binder, training set",2.5941997
"Nonbinder, training set",-0.2061351
"Binder, training set",1.6639847
"Binder, training set",3.8924322
"Nonbinder, training set",1.7611986
"Nonbinder, training set",-2.7797236
"Nonbinder, training set",-0.75849384
"Nonbinder, training set",-2.4024677
"Nonbinder, training set",0.0054756403
"Nonbinder, training set",-1.96461
"Binder, training set",0.7258245
"Nonbinder, training set",0.82632947
"Binder, training set",1.8200039
"Binder, training set",2.5513535
"Nonbinder, training set",0.4173134
"Binder, training set",0.74405885
"Nonbinder, training set",0.22747278
"Nonbinder, training set",-1.0347824
"Binder, training set",1.0957578
"Nonbinder, training set",-0.2985586
"Binder, training set",1.853355
"Nonbinder, training set",0.0644604
"Nonbinder, training set",-1.6490424
"Nonbinder, training set",-1.8739296
"Nonbinder, training set",-0.46091205
"Binder, training set",2.577722
"Nonbinder, training set",-0.8132393
"Nonbinder, training set",-0.8867182
"Nonbinder, training set",-1.4386998
"Nonbinder, training set",-0.34177238
"Binder, training set",2.8338118
"Nonbinder, training set",-0.5456556
"Binder, training set",2.0486698
"Nonbinder, training set",-2.4666462
"Nonbinder, training set",-2.4853096
"Nonbinder, training set",-1.9971408
"Binder, training set",-1.1516552
"Nonbinder, training set",-2.4916902
"Nonbinder, training set",-0.44757748
"Nonbinder, training set",-1.5912697
"Binder, training set",3.3166137
"Binder, training set",1.7829984
"Nonbinder, training set",-0.9899627
"Nonbinder, training set",-1.7227348
"Nonbinder, training set",-1.5367446
"Nonbinder, training set",-2.1112845
"Nonbinder, training set",1.4527129
"Binder, training set",-1.7837393
"Nonbinder, training set",-1.8749312
"Binder, training set",0.33474684
"Binder, training set",2.5563087
"Nonbinder, training set",0.0034657717
"Binder, training set",1.3215673
"Nonbinder, training set",-2.5110765
"Binder, training set",0.72751415
"Nonbinder, training set",-3.0826864
"Nonbinder, training set",-1.4937809
"Binder, training set",3.7045221
"Binder, training set",1.8137301
"Nonbinder, training set",-0.5265003
"Nonbinder, training set",-1.3348012
"Binder, training set",0.5228884
"Nonbinder, training set",-1.9571224
"Nonbinder, training set",-0.86482733
"Nonbinder, training set",0.9822953
"Nonbinder, training set",-2.7779746
"Nonbinder, training set",0.82351637
"Nonbinder, training set",-1.2709559
"Nonbinder, training set",-0.83007336
"Nonbinder, training set",-2.6050649
"Nonbinder, training set",-2.6740499
"Binder, training set",1.3626031
"Binder, training set",1.6633829
"Nonbinder, training set",-1.8564644
"Binder, training set",0.85083234
"Nonbinder, training set",0.9306977
"Binder, training set",1.9501663
"Nonbinder, training set",-2.9393787
"Nonbinder, training set",0.3270288
"Nonbinder, training set",0.19721681
"Nonbinder, training set",-2.6311994
"Nonbinder, training set",0.17125851
"Nonbinder, training set",0.8050331
"Binder, training set",2.692254
"Binder, training set",1.4389852
"Nonbinder, training set",0.77202916
"Nonbinder, training set",1.3626003
"Nonbinder, training set",-1.3874747
"Nonbinder, training set",0.79399955
"Nonbinder, training set",1.4388899
"Nonbinder, training set",-2.440869
"Binder, training set",3.8678837
"Nonbinder, training set",-2.2056503
"Binder, training set",2.6077719
"Nonbinder, training set",-2.4271083
"Binder, training set",1.766168
"Nonbinder, training set",0.16409689
"Binder, training set",1.487934
"Nonbinder, training set",-3.5576596
"Nonbinder, training set",-1.6391654
"Nonbinder, training set",-1.8640554
"Nonbinder, training set",-2.5364647
"Nonbinder, training set",-3.171307
"Nonbinder, training set",-1.5953993
"Binder, training set",0.5025177
"Nonbinder, training set",-2.4582767
"Binder, training set",1.168505
"Nonbinder, training set",0.37324739
"Binder, training set",2.3384256
"Binder, training set",-1.4043802
"Nonbinder, training set",-2.2933908
"Nonbinder, training set",-0.2638828
"Nonbinder, training set",-3.9583302
"Binder, training set",1.8321828
"Binder, training set",2.3950596
"Binder, training set",2.3557796
"Nonbinder, training set",-0.058427095
"Nonbinder, training set",0.7298937
"Binder, training set",1.151218
"Nonbinder, training set",-2.85701
"Nonbinder, training set",-1.6522642
"Nonbinder, training set",-3.1403656
"Nonbinder, training set",-1.2747829
"Nonbinder, training set",-1.9089394
"Nonbinder, training set",-2.0571408
"Nonbinder, training set",-0.4525411
"Nonbinder, training set",-0.42553002
"Nonbinder, training set",-2.4237204
"Nonbinder, training set",-2.6532445
"Nonbinder, training set",-1.9313415
"Nonbinder, training set",-1.4152038
"Nonbinder, training set",-0.39086318
"Nonbinder, training set",-1.7096233
"Nonbinder, training set",-1.9713308
"Nonbinder, training set",-2.9379053
"Binder, training set",1.4492189
"Nonbinder, training set",1.6819247
"Binder, training set",2.3916702
"Nonbinder, training set",-1.8382499
"Binder, training set",-0.9497127
"Nonbinder, training set",-2.4633224
"Nonbinder, training set",-0.8393935
"Nonbinder, training set",-2.785152
"Nonbinder, training set",0.045069575
"Nonbinder, training set",-1.6084679
"Nonbinder, training set",-1.2159929
"Nonbinder, training set",-2.415711
"Nonbinder, training set",-3.2467966
"Nonbinder, training set",-3.6903377
"Nonbinder, training set",-3.460466
"Binder, training set",0.983745
"Nonbinder, training set",-1.4172887
"Binder, training set",2.2211409
"Nonbinder, training set",-1.7452779
"Nonbinder, training set",-1.2048796
"Nonbinder, training set",-0.20179039
"Nonbinder, training set",0.252746
"Nonbinder, training set",-1.8286994
"Binder, training set",2.0484543
"Binder, training set",0.5903162
"Nonbinder, training set",-1.4475973
"Binder, training set",0.08692682
"Nonbinder, training set",-2.252708
"Nonbinder, training set",-3.0422745
"Nonbinder, training set",2.3788705
"Nonbinder, training set",-2.9194012
"Nonbinder, training set",-1.6366549
"Nonbinder, training set",-0.39897996
"Nonbinder, training set",-1.230834
"Nonbinder, training set",0.71984255
"Nonbinder, training set",-2.162079
"Nonbinder, training set",-1.7358481
"Nonbinder, training set",-3.3385653
"Nonbinder, training set",-2.8428922
"Binder, training set",2.818955
"Nonbinder, training set",-3.0870914
"Nonbinder, training set",-1.9258957
"Binder, training set",1.4951223
"Nonbinder, training set",-0.45085233
"Binder, training set",2.230349
"Nonbinder, training set",-2.2869878
"Nonbinder, training set",-2.4860692
"Nonbinder, training set",-1.9673337
"Nonbinder, training set",-1.2643455
"Nonbinder, training set",-3.1542964
"Nonbinder, training set",-2.2862573
"Nonbinder, training set",-2.3951738
"Nonbinder, training set",-0.46387595
"Binder, training set",0.5626029
"Nonbinder, training set",-0.99226964
"Nonbinder, training set",-2.7525406
"Nonbinder, training set",-2.6354322
"Nonbinder, training set",-4.394638
"Binder, training set",1.7938398
"Nonbinder, training set",-2.2672596
"Nonbinder, training set",-2.2756069
"Nonbinder, training set",0.67593133
"Nonbinder, training set",-2.0936434
"Nonbinder, training set",-3.2762494
"Binder, training set",1.839722
"Nonbinder, training set",-1.3932425
"Nonbinder, training set",-3.1511812
"Nonbinder, training set",1.244739
"Binder, training set",-0.23425192
"Nonbinder, training set",-0.1312767
"Binder, training set",2.2966857
"Nonbinder, training set",-0.25873977
"Nonbinder, training set",-2.0666356
"Nonbinder, training set",-1.3485744
"Nonbinder, training set",-0.09256029
"Nonbinder, training set",-0.5623051
"Nonbinder, training set",-3.198001
"Nonbinder, training set",-1.8355523
"Binder, training set",1.5930241
"Nonbinder, training set",-0.19236553
"Nonbinder, training set",-0.28368956
"Binder, training set",2.2647505
"Binder, training set",1.7831029
"Nonbinder, training set",-1.5820764
"Nonbinder, training set",-3.12224
"Nonbinder, training set",-3.4433317
"Nonbinder, training set",-3.7941008
"Nonbinder, training set",-0.07630545
"Binder, training set",2.7764893
"Nonbinder, training set",-2.4428988
"Nonbinder, training set",1.3040748
"Binder, training set",-1.1056764
"Nonbinder, training set",-0.24832997
"Nonbinder, training set",-0.9307177
"Nonbinder, training set",-2.9052434
"Nonbinder, training set",-3.7736444
"Nonbinder, training set",-1.8704914
"Nonbinder, training set",-2.1288314
"Binder, training set",-2.7018232
"Nonbinder, training set",-1.532886
"Nonbinder, training set",-2.253719
"Binder, training set",2.0286727
"Nonbinder, training set",-1.3187135
"Nonbinder, training set",-1.2115285
"Nonbinder, training set",-2.2635803
"Binder, training set",1.3749881
"Nonbinder, training set",-1.8762062
"Binder, training set",2.009191
"Nonbinder, training set",-1.928838
"Binder, training set",1.9073371
"Nonbinder, training set",-2.9505973
"Nonbinder, training set",-3.5208783
"Nonbinder, training set",-2.378511
"Binder, training set",-1.1494112
"Nonbinder, training set",-2.8831387
"Nonbinder, training set",-2.6647787
"Binder, training set",1.7689003
"Binder, training set",1.9104959
"Nonbinder, training set",-2.237554
"Nonbinder, training set",0.0901736
"Nonbinder, training set",-1.3947966
"Binder, training set",4.020009
"Nonbinder, training set",-1.3281341
"Binder, training set",2.2956543
"Binder, training set",1.9580859
"Nonbinder, training set",-3.0355067
"Nonbinder, training set",-3.0303893
"Binder, training set",-0.8477359
"Nonbinder, training set",1.3859295
"Nonbinder, training set",-2.9279208
"Nonbinder, training set",-2.5296924
"Nonbinder, training set",-2.310738
"Binder, training set",4.151737
"Binder, training set",-1.384316
"Binder, training set",1.8120528
"Binder, training set",1.0731015
"Nonbinder, training set",-2.6322002
"Nonbinder, training set",2.476945
"Nonbinder, training set",1.1885129
"Nonbinder, training set",2.9513555
"Nonbinder, training set",-2.480405
"Nonbinder, training set",1.138771
"Binder, training set",-0.4683372
"Nonbinder, training set",-2.5234284
"Nonbinder, training set",-3.0330806
"Binder, training set",-2.5632339
"Nonbinder, training set",-2.183495
"Nonbinder, training set",-0.82332134
"Binder, training set",1.0031323
"Nonbinder, training set",-2.0624466
"Binder, training set",1.4123781
"Nonbinder, training set",-2.4073658
"Binder, training set",0.65926075
"Nonbinder, training set",-1.745634
"Binder, training set",1.8568939
"Nonbinder, training set",-0.60149384
"Nonbinder, training set",-2.168569
"Nonbinder, training set",-2.3033252
"Nonbinder, training set",-3.4569812
"Nonbinder, training set",-1.0492926
"Nonbinder, training set",-2.6060839
"Nonbinder, training set",-0.6969486
"Nonbinder, training set",-2.6094599
"Nonbinder, training set",-1.7251577
"Nonbinder, training set",-1.0751469
"Binder, training set",2.0998812
"Nonbinder, training set",1.762879
"Binder, training set",1.8290023
"Binder, training set",1.8273298
"Nonbinder, training set",0.65733004
"Binder, training set",1.3513098
"Binder, training set",5.5512524
"Nonbinder, training set",-2.3859394
"Binder, training set",3.4910007
"Nonbinder, training set",-1.7977744
"Nonbinder, training set",-2.660119
"Binder, training set",1.4868172
"Nonbinder, training set",-0.2594
"Binder, training set",2.6235223
"Nonbinder, training set",1.7549361
"Binder, training set",0.5810188
"Nonbinder, training set",-2.5090148
"Binder, training set",2.6876402
"Nonbinder, training set",1.2889632
"Nonbinder, training set",-3.1328726
"Nonbinder, training set",-1.8414428
"Nonbinder, training set",1.1303536
"Nonbinder, training set",-2.4329746
"Binder, training set",1.8784946
"Nonbinder, training set",-1.5613363
"Nonbinder, training set",1.9190377
"Nonbinder, training set",-2.720964
"Nonbinder, training set",-1.6295911
"Binder, training set",2.6426048
"Nonbinder, training set",-0.56715715
"Binder, training set",2.3042698
"Nonbinder, training set",-1.8485972
"Binder, training set",-0.7378131
"Binder, training set",1.9527942
"Nonbinder, training set",-1.6525426
"Nonbinder, training set",0.5862081
"Nonbinder, training set",0.08111149
"Nonbinder, training set",0.10031617
"Nonbinder, training set",-0.78047323
"Binder, training set",0.106996536
"Nonbinder, training set",1.1193315
"Nonbinder, training set",-1.335177
"Nonbinder, training set",-3.6002407
"Nonbinder, training set",1.7911643
"Nonbinder, training set",0.551903
"Binder, training set",1.2312218
"Nonbinder, training set",-2.0327942
"Nonbinder, training set",-2.6802335
"Binder, training set",0.4363253
"Binder, training set",0.2874558
"Binder, training set",1.1310073
"Nonbinder, training set",-0.11675149
"Nonbinder, training set",-2.6021152
"Nonbinder, training set",-1.6581199
"Binder, training set",2.5132284
"Nonbinder, training set",-2.3472652
"Nonbinder, training set",-2.2577329
"Nonbinder, training set",0.1906817
"Binder, training set",3.2241774
"Nonbinder, training set",-2.6772237
"Nonbinder, training set",-2.317105
"Nonbinder, training set",-2.3659725
"Nonbinder, training set",-1.97635
"Nonbinder, training set",-1.6046758
"Nonbinder, training set",-2.2434797
"Nonbinder, training set",-2.498898
"Nonbinder, training set",-2.7123404
"Nonbinder, training set",-0.602584
"Nonbinder, training set",0.41552305
"Binder, training set",1.1897653
"Binder, training set",0.5863683
"Nonbinder, training set",-2.1467865
"Binder, training set",1.9230074
"Nonbinder, training set",-2.1515512
"Nonbinder, training set",1.5068547
"Nonbinder, training set",0.5671984
"Nonbinder, training set",-3.6100392
"Nonbinder, training set",-2.444981
"Nonbinder, training set",-1.8319104
"Nonbinder, training set",-2.9976883
"Nonbinder, training set",-1.1076735
"Binder, training set",0.049517512
"Nonbinder, training set",-2.2558846
"Nonbinder, training set",-2.8371625
"Nonbinder, training set",-0.3045428
"Nonbinder, training set",-1.6358238
"Nonbinder, training set",-2.23151
"Nonbinder, training set",-0.6317234
"Nonbinder, training set",-2.9688716
"Binder, training set",3.0363903
"Nonbinder, training set",-0.7282418
"Nonbinder, training set",0.21818513
"Nonbinder, training set",-2.6127925
"Nonbinder, training set",-1.6204191
"Binder, training set",1.832925
"Binder, training set",-0.1854499
"Nonbinder, training set",-2.9347653
"Nonbinder, training set",-1.8794894
"Nonbinder, training set",-2.7016745
"Nonbinder, training set",1.1533704
"Nonbinder, training set",-0.16243479
"Nonbinder, training set",1.2998656
"Nonbinder, training set",-2.9225116
"Nonbinder, training set",-2.6396828
"Nonbinder, training set",-3.1235662
"Nonbinder, training set",1.8598524
"Binder, training set",1.8390249
"Binder, training set",1.8638066
"Nonbinder, training set",-2.2522874
"Binder, training set",2.135953
"Nonbinder, training set",-1.8185424
"Nonbinder, training set",0.6486225
"Binder, training set",1.4201534
"Nonbinder, training set",-3.005015
"Nonbinder, training set",-1.1996598
"Nonbinder, training set",-1.988375
"Nonbinder, training set",-2.7684069
"Nonbinder, training set",-0.01990807
"Nonbinder, training set",-3.167181
"Nonbinder, training set",-2.2292447
"Nonbinder, training set",3.311863
"Nonbinder, training set",1.820114
"Binder, training set",4.670899
"Nonbinder, training set",-1.876524
"Nonbinder, training set",-1.3444917
"Nonbinder, training set",-1.958635
"Nonbinder, training set",-1.8224252
"Nonbinder, training set",-3.0391345
"Nonbinder, training set",-3.4292793
"Nonbinder, training set",0.52822983
"Nonbinder, training set",-2.3212347
"Nonbinder, training set",-2.4434547
"Nonbinder, training set",-3.0908961
"Nonbinder, training set",1.5053469
"Nonbinder, training set",-1.5276651
"Nonbinder, training set",-1.9125354
"Nonbinder, training set",-4.0847235
"Nonbinder, training set",-3.494111
"Nonbinder, training set",-1.806657
"Nonbinder, training set",-2.818975
"Binder, training set",1.2665728
"Nonbinder, training set",0.028555632
"Nonbinder, training set",-2.1816554
"Binder, training set",2.3014278
"Nonbinder, training set",-1.2257175
"Binder, training set",1.8918453
"Nonbinder, training set",-2.3126338
"Nonbinder, training set",-2.392004
"Binder, training set",-0.7624858
"Nonbinder, training set",-1.3128415
"Nonbinder, training set",-2.6834722
"Nonbinder, training set",-1.0008373
"Nonbinder, training set",-0.83262205
"Nonbinder, training set",0.47429228
"Nonbinder, training set",0.64237595
"Nonbinder, training set",-3.077335
"Binder, training set",3.2470837
"Nonbinder, training set",-2.7475867
"Nonbinder, training set",-0.40729934
"Binder, training set",-0.52035636
"Nonbinder, training set",-3.6072216
"Nonbinder, training set",-3.022901
"Nonbinder, training set",-2.0843532
"Nonbinder, training set",1.2746068
"Nonbinder, training set",-0.7088992
"Nonbinder, training set",-2.321888
"Nonbinder, training set",-2.162498
"Nonbinder, training set",-2.223267
"Nonbinder, training set",-1.3240858
"Binder, training set",3.1194081
"Nonbinder, training set",-1.9851531
"Nonbinder, training set",-0.87122595
"Nonbinder, training set",2.1569958
"Binder, training set",2.431961
"Nonbinder, training set",1.1765151
"Nonbinder, training set",-2.7367344
"Nonbinder, training set",-1.6489301
"Nonbinder, training set",-2.844324
"Nonbinder, training set",-1.5907847
"Binder, training set",1.8865806
"Nonbinder, training set",-1.6007024
"Binder, training set",1.6567196
"Nonbinder, training set",-2.5351114
"Nonbinder, training set",0.7413142
"Nonbinder, training set",-1.8486742
"Binder, training set",3.37458
"Binder, training set",4.4290576
"Nonbinder, training set",-3.3753662
"Nonbinder, training set",1.3880616
"Nonbinder, training set",1.3883396
"Binder, training set",1.7786454
"Nonbinder, training set",-3.0081196
"Binder, training set",0.40316367
"Binder, training set",1.4152076
"Nonbinder, training set",-2.7169971
"Nonbinder, training set",-2.3031933
"Nonbinder, training set",-2.6317248
"Binder, training set",4.3664317
"Nonbinder, training set",-2.0023901
"Binder, training set",1.5932039
"Nonbinder, training set",-2.4307337
"Nonbinder, training set",-1.1193776
"Nonbinder, training set",-3.350751
"Nonbinder, training set",-2.3139253
"Nonbinder, training set",-1.0061677
"Nonbinder, training set",-1.537966
"Nonbinder, training set",-2.3098643
